α,β,π_bar,iterations_until_convergence,is_converged
0.03,0.34,0.25653760878335125,200000,"Bool[0, 0]"
0.1175,0.92,0.22555140048585012,200000,"Bool[0, 0]"
0.175,0.48,0.2871954682030533,200000,"Bool[0, 0]"
0.1225,1.78,0.29456855173358953,200000,"Bool[0, 0]"
0.22,0.22,0.27469263460037247,200000,"Bool[0, 0]"
0.0725,1.38,0.2440318477460644,200000,"Bool[0, 0]"
0.1575,1.18,0.32146374576600356,200000,"Bool[0, 0]"
0.0925,1.24,0.25137279103892773,200000,"Bool[0, 0]"
0.1825,1.5,0.3039013547241514,200000,"Bool[0, 0]"
0.1575,0.74,0.3267809827136543,200000,"Bool[0, 0]"
0.0725,0.9,0.272778506641988,200000,"Bool[0, 0]"
0.235,0.64,0.2386470096681685,200000,"Bool[0, 0]"
0.2225,0.84,0.2883120747423109,200000,"Bool[0, 0]"
0.14,0.6,0.2645748176541882,200000,"Bool[0, 0]"
0.1975,1.92,0.2855677582479306,200000,"Bool[0, 0]"
0.1275,0.2,0.2776647353469712,200000,"Bool[0, 0]"
0.215,0.02,0.2942592618681296,200000,"Bool[0, 0]"
0.115,1.62,0.28154554091810513,200000,"Bool[0, 0]"
0.175,1.18,0.23634157252807775,200000,"Bool[0, 0]"
0.065,0.2,0.27115386448637424,200000,"Bool[0, 0]"
0.165,1.8,0.25003999858304493,200000,"Bool[0, 0]"
0.1075,0.4,0.29243363864318495,200000,"Bool[0, 0]"
0.125,0.68,0.29555229960150886,200000,"Bool[0, 0]"
0.2275,1.3,0.2642357290947532,200000,"Bool[0, 0]"
0.1775,1.62,0.2870267361013976,200000,"Bool[0, 0]"
0.2475,1.4,0.298954375684164,200000,"Bool[0, 0]"
0.0225,0.24,0.2509404805434786,200000,"Bool[0, 0]"
0.0075,1.12,0.25896558363164746,200000,"Bool[0, 0]"
0.0475,0.94,0.2653109374609133,200000,"Bool[0, 0]"
0.02,0.46,0.26315749595321436,200000,"Bool[0, 0]"
0.185,0.16,0.24851130805651822,200000,"Bool[0, 0]"
0.125,0.26,0.23799566696751936,200000,"Bool[0, 0]"
0.0725,0.18,0.2647188034135681,200000,"Bool[0, 0]"
0.22,1.7,0.29857706825462915,200000,"Bool[0, 0]"
0.2125,0.4,0.24436594216592142,200000,"Bool[0, 0]"
0.1975,1.5,0.2624803751005941,200000,"Bool[0, 0]"
0.0925,0.22,0.2281622229607117,200000,"Bool[0, 0]"
0.045,0.72,0.2929144720420447,200000,"Bool[0, 0]"
0.145,1.12,0.2712266819809052,200000,"Bool[0, 0]"
0.23,1.9,0.2437215218515274,200000,"Bool[0, 0]"
0.1175,0.14,0.28073149569891165,200000,"Bool[0, 0]"
0.08,0.58,0.26639407911262514,200000,"Bool[0, 0]"
0.2175,1.02,0.3164713685161801,200000,"Bool[0, 0]"
0.0825,1.48,0.314574053641808,200000,"Bool[0, 0]"
0.03,1.82,0.2786558848471379,200000,"Bool[0, 0]"
0.065,1.54,0.30563354009512067,200000,"Bool[0, 0]"
0.07,0.54,0.2592308110654749,200000,"Bool[0, 0]"
0.0425,1.66,0.2780740942290695,200000,"Bool[0, 0]"
0.1575,0.68,0.272829856895803,200000,"Bool[0, 0]"
0.0525,1.46,0.2821455750914199,200000,"Bool[0, 0]"
0.09,0.84,0.24934700700455423,200000,"Bool[0, 0]"
0.1025,0.56,0.27009184925179486,200000,"Bool[0, 0]"
0.0175,0.36,0.2882631490630404,200000,"Bool[0, 0]"
0.205,1.64,0.2496321087658353,200000,"Bool[0, 0]"
0.1875,0.48,0.24271206041129723,200000,"Bool[0, 0]"
0.205,1.02,0.22259735870820216,200000,"Bool[0, 0]"
0.09,0.5,0.30915647980487715,200000,"Bool[0, 0]"
0.1575,0.88,0.27531347207606494,200000,"Bool[0, 0]"
0.2475,0.26,0.25682092324357897,200000,"Bool[0, 0]"
0.225,1.7,0.22734474249386333,200000,"Bool[0, 0]"
0.2025,1.62,0.2074045772679567,200000,"Bool[0, 0]"
0.165,0.32,0.26168635261651996,200000,"Bool[0, 0]"
0.075,0.58,0.2741456463461739,200000,"Bool[0, 0]"
0.12,1.1,0.25718211937218016,200000,"Bool[0, 0]"
0.1,1.56,0.2861707049201391,200000,"Bool[0, 0]"
0.0425,1.84,0.2921499437674744,200000,"Bool[0, 0]"
0.0225,0.14,0.28517955541997236,200000,"Bool[0, 0]"
0.0375,1.04,0.25454700308880446,200000,"Bool[0, 0]"
0.13,0.66,0.280944239336661,200000,"Bool[0, 0]"
0.205,0.94,0.28168991359153767,200000,"Bool[0, 0]"
0.2025,0.42,0.3151299218206374,200000,"Bool[0, 0]"
0.0575,0.94,0.2808751983517409,200000,"Bool[0, 0]"
0.1125,1.42,0.2952736299762,200000,"Bool[0, 0]"
0.2225,1.96,0.3351480541766384,200000,"Bool[0, 0]"
0.03,1.74,0.23672858359714788,200000,"Bool[0, 0]"
0.0725,1.68,0.2741948732929901,200000,"Bool[0, 0]"
0.1975,1.14,0.2610811458597243,200000,"Bool[0, 0]"
0.2275,1.34,0.296863362720856,200000,"Bool[0, 0]"
0.065,1.02,0.2589745534968253,200000,"Bool[0, 0]"
0.0675,0.6,0.22929328570264318,200000,"Bool[0, 0]"
0.015,0.58,0.26079909157472747,200000,"Bool[0, 0]"
0.07,1.46,0.2527794591123488,200000,"Bool[0, 0]"
0.1625,1.34,0.24359516877472662,200000,"Bool[0, 0]"
0.0825,0.12,0.23418267728771733,200000,"Bool[0, 0]"
0.015,1.52,0.28168991359153767,200000,"Bool[0, 0]"
0.0975,1.46,0.24837930063614075,200000,"Bool[0, 0]"
0.08,0.14,0.24755139276217994,200000,"Bool[0, 0]"
0.035,0.72,0.2575548186560461,200000,"Bool[0, 0]"
0.1675,1.72,0.2749576372107476,200000,"Bool[0, 0]"
0.07,1.68,0.3039013547241514,200000,"Bool[0, 0]"
0.1725,1.74,0.3112237176082147,200000,"Bool[0, 0]"
0.11,1.24,0.2642357290947532,200000,"Bool[0, 0]"
0.225,0.62,0.25451168925835943,200000,"Bool[0, 0]"
0.1625,0.16,0.24775918769389715,200000,"Bool[0, 0]"
0.0625,0.72,0.28103806272975984,200000,"Bool[0, 0]"
0.0725,1.58,0.26071869402135517,200000,"Bool[0, 0]"
0.205,1.66,0.32546805292404346,200000,"Bool[0, 0]"
0.2375,0.5,0.2676370761497697,200000,"Bool[0, 0]"
0.24,0.18,0.26586636380434453,200000,"Bool[0, 0]"
0.0275,1.2,0.25411103822301206,200000,"Bool[0, 0]"
0.2075,0.36,0.26113746174937313,200000,"Bool[0, 0]"
0.125,1.3,0.2597828002515248,200000,"Bool[0, 0]"
0.175,0.62,0.22304554900001355,200000,"Bool[0, 0]"
0.1575,0.72,0.31845655010506796,200000,"Bool[0, 0]"
0.2125,0.96,0.28538713839270446,200000,"Bool[0, 0]"
0.03,1.44,0.25003999858304493,200000,"Bool[0, 0]"
0.2325,0.68,0.26288905939992635,200000,"Bool[0, 0]"
0.2475,0.76,0.29613324307370553,200000,"Bool[0, 0]"
0.0425,1.24,0.27921662971245165,200000,"Bool[0, 0]"
0.055,0.46,0.28089589501803136,200000,"Bool[0, 0]"
0.0675,1.62,0.3024838696791829,200000,"Bool[0, 0]"
0.2075,0.22,0.30108147275518415,200000,"Bool[0, 0]"
0.0375,1.26,0.2393296524093298,200000,"Bool[0, 0]"
0.015,0.04,0.2537985388298179,200000,"Bool[0, 0]"
0.2075,0.96,0.25391027032155616,200000,"Bool[0, 0]"
0.2425,0.6,0.27278967415301475,200000,"Bool[0, 0]"
0.0775,0.02,0.2650458024110173,200000,"Bool[0, 0]"
0.08,0.24,0.27293996579148433,200000,"Bool[0, 0]"
0.22,0.04,0.26050323019367744,200000,"Bool[0, 0]"
0.0575,1.6,0.26230031761447503,200000,"Bool[0, 0]"
0.1225,0.18,0.2869959986692039,200000,"Bool[0, 0]"
0.085,1.04,0.2589715957111993,200000,"Bool[0, 0]"
0.0525,1.7,0.21861043405061437,200000,"Bool[0, 0]"
0.055,0.58,0.26457241564079115,200000,"Bool[0, 0]"
0.1975,0.64,0.27489707166984856,200000,"Bool[0, 0]"
0.2175,0.2,0.273558209492313,200000,"Bool[0, 0]"
0.1225,0.64,0.27364883209688645,200000,"Bool[0, 0]"
0.035,1.02,0.25451168925835943,200000,"Bool[0, 0]"
0.235,1.58,0.3084972651947839,200000,"Bool[0, 0]"
0.23,1.2,0.2586672111745776,200000,"Bool[0, 0]"
0.0175,0.18,0.2828682203766127,200000,"Bool[0, 0]"
0.105,1.52,0.3178289930711567,200000,"Bool[0, 0]"
0.215,1.3,0.23238931199206897,200000,"Bool[0, 0]"
0.225,1.1,0.21990944459935866,200000,"Bool[0, 0]"
0.1825,1.26,0.2586672111745776,200000,"Bool[0, 0]"
0.135,0.56,0.28296861417007757,200000,"Bool[0, 0]"
0.185,1.2,0.28135652599633826,200000,"Bool[0, 0]"
0.1375,0.04,0.25360796617594406,200000,"Bool[0, 0]"
0.0525,1.1,0.23693064427141675,200000,"Bool[0, 0]"
0.065,1.96,0.2825782080269319,200000,"Bool[0, 0]"
0.0725,1.18,0.22549605191479513,200000,"Bool[0, 0]"
0.08,1.08,0.3062766331632625,200000,"Bool[0, 0]"
0.205,0.26,0.24373781244738624,200000,"Bool[0, 0]"
0.095,1.8,0.31039255446017006,200000,"Bool[0, 0]"
0.2175,1.54,0.28441839732380425,200000,"Bool[0, 0]"
0.0175,0.88,0.26785969128994896,200000,"Bool[0, 0]"
0.2325,0.04,0.2501418137498874,200000,"Bool[0, 0]"
0.1625,0.08,0.28565242231109966,200000,"Bool[0, 0]"
0.1625,0.76,0.2771240679584096,200000,"Bool[0, 0]"
0.1825,2.0,0.2074045772679567,200000,"Bool[0, 0]"
0.055,0.4,0.26274443287910254,200000,"Bool[0, 0]"
0.24,1.56,0.2674316278209603,200000,"Bool[0, 0]"
0.0875,0.48,0.28082490227131307,200000,"Bool[0, 0]"
0.245,1.06,0.3104417346686794,200000,"Bool[0, 0]"
0.06,1.22,0.2420118135422232,200000,"Bool[0, 0]"
0.1375,1.66,0.3196453748324766,200000,"Bool[0, 0]"
0.1825,0.94,0.26596773368467685,200000,"Bool[0, 0]"
0.105,1.86,0.3100754288195804,200000,"Bool[0, 0]"
0.1225,0.02,0.27212716394133885,200000,"Bool[0, 0]"
0.055,1.24,0.28712331719468953,200000,"Bool[0, 0]"
0.1975,0.32,0.22051983690269106,200000,"Bool[0, 0]"
0.225,0.3,0.2630698714344091,200000,"Bool[0, 0]"
0.0225,0.36,0.2623636412781239,200000,"Bool[0, 0]"
0.165,1.54,0.33673667593017625,200000,"Bool[0, 0]"
0.1175,1.76,0.24305699235716255,200000,"Bool[0, 0]"
0.0175,0.14,0.29696212654762577,200000,"Bool[0, 0]"
0.23,1.88,0.26575285987146213,200000,"Bool[0, 0]"
0.1575,1.76,0.25589054869023964,200000,"Bool[0, 0]"
0.2025,0.48,0.2420118135422232,200000,"Bool[0, 0]"
0.005,0.58,0.27875910670195236,200000,"Bool[0, 0]"
0.055,0.8,0.2620526794631656,200000,"Bool[0, 0]"
0.1475,1.24,0.2738335048068693,200000,"Bool[0, 0]"
0.125,0.36,0.30252506206686686,200000,"Bool[0, 0]"
0.05,0.6,0.2702423173459392,200000,"Bool[0, 0]"
0.035,1.26,0.2927724810698228,200000,"Bool[0, 0]"
0.185,1.46,0.2719722594230709,200000,"Bool[0, 0]"
0.0725,1.2,0.27778923988901694,200000,"Bool[0, 0]"
0.0425,0.14,0.238550599276521,200000,"Bool[0, 0]"
0.1625,0.66,0.25580563742191287,200000,"Bool[0, 0]"
0.23,0.68,0.3104418111445276,200000,"Bool[0, 0]"
0.0675,1.14,0.25123634192452854,200000,"Bool[0, 0]"
0.215,1.66,0.2938650752848144,200000,"Bool[0, 0]"
0.1825,1.92,0.314574053641808,200000,"Bool[0, 0]"
0.1975,1.6,0.283744360675244,200000,"Bool[0, 0]"
0.0975,0.74,0.24618734378186732,200000,"Bool[0, 0]"
0.0825,1.5,0.24723044970570662,200000,"Bool[0, 0]"
0.1575,0.12,0.2833259370860629,200000,"Bool[0, 0]"
0.195,1.5,0.285039361589527,200000,"Bool[0, 0]"
0.1175,1.1,0.27092378244646853,200000,"Bool[0, 0]"
0.165,1.86,0.3228194724495584,200000,"Bool[0, 0]"
0.06,1.7,0.2836876150799125,200000,"Bool[0, 0]"
0.04,1.9,0.28909157967568244,200000,"Bool[0, 0]"
0.1675,0.44,0.27413516529099,200000,"Bool[0, 0]"
0.1075,0.26,0.247536717261752,200000,"Bool[0, 0]"
0.185,0.62,0.2407942838204019,200000,"Bool[0, 0]"
0.0775,1.78,0.30742020478720333,200000,"Bool[0, 0]"
0.05,0.28,0.2550845680812506,200000,"Bool[0, 0]"
0.225,1.76,0.29594309761358717,200000,"Bool[0, 0]"
0.04,0.84,0.26406897867251017,200000,"Bool[0, 0]"
0.125,0.48,0.23275511403177263,200000,"Bool[0, 0]"
0.0125,0.66,0.2551829466576513,200000,"Bool[0, 0]"
0.0675,0.86,0.2559850500416842,200000,"Bool[0, 0]"
0.1,0.86,0.2701330161096394,200000,"Bool[0, 0]"
0.195,0.1,0.24458753926762966,200000,"Bool[0, 0]"
0.175,0.08,0.2516675302923784,200000,"Bool[0, 0]"
0.21,1.08,0.24596882644315782,200000,"Bool[0, 0]"
0.1025,1.94,0.2367584936303064,200000,"Bool[0, 0]"
0.2425,1.56,0.22889564404389023,200000,"Bool[0, 0]"
0.03,1.5,0.2851217795414694,200000,"Bool[0, 0]"
0.025,0.64,0.2702423173459392,200000,"Bool[0, 0]"
0.16,1.94,0.2911634987466356,200000,"Bool[0, 0]"
0.25,1.02,0.23396333099707484,200000,"Bool[0, 0]"
0.055,1.82,0.28409215552866424,200000,"Bool[0, 0]"
0.19,1.94,0.28323853681792466,200000,"Bool[0, 0]"
0.1525,0.96,0.26846109518317396,200000,"Bool[0, 0]"
0.235,0.92,0.28708223803711763,200000,"Bool[0, 0]"
0.2225,0.42,0.2918146044632788,200000,"Bool[0, 0]"
0.235,1.6,0.2691754870315145,200000,"Bool[0, 0]"
0.1625,0.46,0.24853142589172358,200000,"Bool[0, 0]"
0.1825,1.96,0.29945123562792997,200000,"Bool[0, 0]"
0.2175,1.16,0.2457494180647819,200000,"Bool[0, 0]"
0.22,1.12,0.2955552507024133,200000,"Bool[0, 0]"
0.1875,0.34,0.25951342252849563,200000,"Bool[0, 0]"
0.2125,1.0,0.26294928122259564,200000,"Bool[0, 0]"
0.0975,0.8,0.24874758048241558,200000,"Bool[0, 0]"
0.0875,1.46,0.25608367531935167,200000,"Bool[0, 0]"
0.0375,1.42,0.2661914647098538,200000,"Bool[0, 0]"
0.02,0.12,0.26554012200920457,200000,"Bool[0, 0]"
0.14,1.02,0.27031453097658775,200000,"Bool[0, 0]"
0.05,0.5,0.2630698714344091,200000,"Bool[0, 0]"
0.23,0.5,0.2939861311594344,200000,"Bool[0, 0]"
0.0375,1.38,0.2543615211118615,200000,"Bool[0, 0]"
0.005,0.18,0.278594064932966,200000,"Bool[0, 0]"
0.125,1.9,0.2722105079062964,200000,"Bool[0, 0]"
0.11,0.72,0.22909290057564266,200000,"Bool[0, 0]"
0.1925,1.76,0.2976139329149861,200000,"Bool[0, 0]"
0.1725,0.86,0.2890788124051024,200000,"Bool[0, 0]"
0.02,0.82,0.2624803751005941,200000,"Bool[0, 0]"
0.17,0.02,0.2599378934872337,200000,"Bool[0, 0]"
0.235,0.36,0.28692009631646287,200000,"Bool[0, 0]"
0.0375,0.46,0.2743699039705165,200000,"Bool[0, 0]"
0.2125,0.84,0.2277214213994563,200000,"Bool[0, 0]"
0.0375,1.36,0.2510767353669414,200000,"Bool[0, 0]"
0.055,0.24,0.25105721436594874,200000,"Bool[0, 0]"
0.1325,0.04,0.2735056646813796,200000,"Bool[0, 0]"
0.1175,0.9,0.2602369797889395,200000,"Bool[0, 0]"
0.0625,1.62,0.2881796512596209,200000,"Bool[0, 0]"
0.1425,0.46,0.25795732388424686,200000,"Bool[0, 0]"
0.11,1.66,0.3068413664763779,200000,"Bool[0, 0]"
0.18,1.84,0.22734474249386333,200000,"Bool[0, 0]"
0.165,0.98,0.31486640164731083,200000,"Bool[0, 0]"
0.1875,0.86,0.27189965339572103,200000,"Bool[0, 0]"
0.2175,0.3,0.3063025916516772,200000,"Bool[0, 0]"
0.135,0.02,0.24466502239528343,200000,"Bool[0, 0]"
0.2325,0.16,0.27391323165170367,200000,"Bool[0, 0]"
0.0925,1.64,0.3008657681922555,200000,"Bool[0, 0]"
0.0075,0.12,0.24934700700455423,200000,"Bool[0, 0]"
0.1975,1.7,0.2861694965850621,200000,"Bool[0, 0]"
0.185,1.38,0.29508644301003123,200000,"Bool[0, 0]"
0.155,0.12,0.2398540021249579,200000,"Bool[0, 0]"
0.215,1.92,0.2654408350702905,200000,"Bool[0, 0]"
0.2425,2.0,0.21126382451724923,200000,"Bool[0, 0]"
0.17,0.42,0.3078264689382293,200000,"Bool[0, 0]"
0.1225,0.54,0.26349237938402525,200000,"Bool[0, 0]"
0.1575,2.0,0.3131951595318939,200000,"Bool[0, 0]"
0.12,1.3,0.26463964004877094,200000,"Bool[0, 0]"
0.01,0.32,0.24305699235716255,200000,"Bool[0, 0]"
0.1975,0.06,0.23443048245252818,200000,"Bool[0, 0]"
0.0775,0.2,0.2965596899927112,200000,"Bool[0, 0]"
0.2325,1.66,0.2654326602517753,200000,"Bool[0, 0]"
0.1275,1.28,0.2546513338765105,200000,"Bool[0, 0]"
0.085,0.52,0.3061710576287304,200000,"Bool[0, 0]"
0.215,0.32,0.2861738053841403,200000,"Bool[0, 0]"
0.0325,0.28,0.24087975416104687,200000,"Bool[0, 0]"
0.085,0.38,0.2815139431334772,200000,"Bool[0, 0]"
0.21,0.94,0.2440656505229608,200000,"Bool[0, 0]"
0.24,1.24,0.2909377337327068,200000,"Bool[0, 0]"
0.235,1.36,0.23773877922971431,200000,"Bool[0, 0]"
0.215,1.28,0.24480387154413594,200000,"Bool[0, 0]"
0.0975,1.74,0.3105146286390586,200000,"Bool[0, 0]"
0.13,0.68,0.2611833278594925,200000,"Bool[0, 0]"
0.12,0.22,0.2563954680868222,200000,"Bool[0, 0]"
0.22,0.78,0.25676056049067936,200000,"Bool[0, 0]"
0.2225,0.92,0.27821249078648225,200000,"Bool[0, 0]"
0.1325,0.64,0.26146315931769026,200000,"Bool[0, 0]"
0.1275,0.88,0.2208954707853446,200000,"Bool[0, 0]"
0.2025,0.18,0.27386134438544485,200000,"Bool[0, 0]"
0.0125,1.92,0.24592432365925251,200000,"Bool[0, 0]"
0.2,0.36,0.3086800768381309,200000,"Bool[0, 0]"
0.08,1.24,0.26901523495102597,200000,"Bool[0, 0]"
0.06,1.82,0.23322721119034978,200000,"Bool[0, 0]"
0.165,0.12,0.25404521571262906,200000,"Bool[0, 0]"
0.1775,0.52,0.24475350303930243,200000,"Bool[0, 0]"
0.0375,0.86,0.25621441300376674,200000,"Bool[0, 0]"
0.2225,1.2,0.3079086029373358,200000,"Bool[0, 0]"
0.1775,0.38,0.2303363916264825,200000,"Bool[0, 0]"
0.01,1.6,0.27473650757970125,200000,"Bool[0, 0]"
0.04,1.96,0.28909157967568244,200000,"Bool[0, 0]"
0.0325,0.02,0.26146315931769026,200000,"Bool[0, 0]"
0.035,0.18,0.24592432365925251,200000,"Bool[0, 0]"
0.04,1.7,0.23100031531757192,200000,"Bool[0, 0]"
0.225,0.86,0.2973862134014425,200000,"Bool[0, 0]"
0.2075,1.76,0.27179047155307745,200000,"Bool[0, 0]"
0.2325,1.8,0.24922817853623824,200000,"Bool[0, 0]"
0.1925,0.74,0.28681169352638936,200000,"Bool[0, 0]"
0.175,1.96,0.31362348782666716,200000,"Bool[0, 0]"
0.1325,0.84,0.25788676430247287,200000,"Bool[0, 0]"
0.165,0.28,0.2679785665612059,200000,"Bool[0, 0]"
0.0275,1.18,0.23659303468111226,200000,"Bool[0, 0]"
0.05,1.86,0.3044893978976181,200000,"Bool[0, 0]"
0.23,0.42,0.253150240742247,200000,"Bool[0, 0]"
0.25,1.8,0.24673957271537328,200000,"Bool[0, 0]"
0.11,0.18,0.2703773784188563,200000,"Bool[0, 0]"
0.23,0.86,0.21833758029617178,200000,"Bool[0, 0]"
0.23,1.3,0.2818743082721269,200000,"Bool[0, 0]"
0.2125,0.74,0.27528219294164546,200000,"Bool[0, 0]"
0.135,1.64,0.2774783508527176,200000,"Bool[0, 0]"
0.135,1.86,0.22874242337475426,200000,"Bool[0, 0]"
0.015,1.98,0.248233382407255,200000,"Bool[0, 0]"
0.03,0.04,0.29684276531419945,200000,"Bool[0, 0]"
0.2475,0.42,0.26102066893273534,200000,"Bool[0, 0]"
0.04,0.48,0.27397252924894877,200000,"Bool[0, 0]"
0.17,1.58,0.3170146894583372,200000,"Bool[0, 0]"
0.07,0.88,0.2593723055135334,200000,"Bool[0, 0]"
0.155,0.54,0.2296535191763624,200000,"Bool[0, 0]"
0.23,0.2,0.2662751386117267,200000,"Bool[0, 0]"
0.1675,1.76,0.2652192379685822,200000,"Bool[0, 0]"
0.1175,0.98,0.283860488803209,200000,"Bool[0, 0]"
0.145,1.04,0.2702294374524665,200000,"Bool[0, 0]"
0.125,1.56,0.25598505004168415,200000,"Bool[0, 0]"
0.1875,1.74,0.27414895835272257,200000,"Bool[0, 0]"
0.08,1.54,0.29984256824499816,200000,"Bool[0, 0]"
0.175,0.72,0.22828502418930732,200000,"Bool[0, 0]"
0.09,0.02,0.2861340496876985,200000,"Bool[0, 0]"
0.0825,0.54,0.2680180502666786,200000,"Bool[0, 0]"
0.0675,0.48,0.26464634651149055,200000,"Bool[0, 0]"
0.02,0.62,0.2835083133045554,200000,"Bool[0, 0]"
0.08,0.28,0.2956032811618774,200000,"Bool[0, 0]"
0.0025,0.98,0.2544536435906839,200000,"Bool[0, 0]"
0.065,0.74,0.2857599240139109,200000,"Bool[0, 0]"
0.1975,0.48,0.30911210399900113,200000,"Bool[0, 0]"
0.015,0.92,0.2827943640247603,200000,"Bool[0, 0]"
0.1625,0.18,0.2768148482607439,200000,"Bool[0, 0]"
0.24,0.92,0.2776468610980898,200000,"Bool[0, 0]"
0.0025,1.56,0.2708366248475452,200000,"Bool[0, 0]"
0.22,0.3,0.23670405108131365,200000,"Bool[0, 0]"
0.1075,0.72,0.28855643144013055,200000,"Bool[0, 0]"
0.18,0.98,0.2426047006885403,200000,"Bool[0, 0]"
0.1525,0.42,0.31605714765745446,200000,"Bool[0, 0]"
0.2125,1.14,0.2474940922736144,200000,"Bool[0, 0]"
0.0975,1.64,0.29821641368804286,200000,"Bool[0, 0]"
0.0925,1.68,0.3234351876896827,200000,"Bool[0, 0]"
0.16,0.86,0.29405734449245646,200000,"Bool[0, 0]"
0.1125,1.28,0.24845555446825507,200000,"Bool[0, 0]"
0.235,0.66,0.2676656607130369,200000,"Bool[0, 0]"
0.1825,1.62,0.3062313403583912,200000,"Bool[0, 0]"
0.0525,1.52,0.2475584166177182,200000,"Bool[0, 0]"
0.19,1.42,0.33191263233510226,200000,"Bool[0, 0]"
0.185,1.84,0.2506217616662067,200000,"Bool[0, 0]"
0.1275,1.32,0.265547799691883,200000,"Bool[0, 0]"
0.1425,1.16,0.27663811237940306,200000,"Bool[0, 0]"
0.1275,0.12,0.24628371875681676,200000,"Bool[0, 0]"
0.01,1.12,0.2512363419245286,200000,"Bool[0, 0]"
0.2025,1.12,0.2930701494305338,200000,"Bool[0, 0]"
0.06,0.66,0.26315749595321436,200000,"Bool[0, 0]"
0.1075,0.06,0.2839326536207154,200000,"Bool[0, 0]"
0.0225,0.78,0.23799566696751936,200000,"Bool[0, 0]"
0.09,0.72,0.2583515437313434,200000,"Bool[0, 0]"
0.025,1.6,0.2630698714344091,200000,"Bool[0, 0]"
0.155,1.56,0.27719851033947845,200000,"Bool[0, 0]"
0.2425,0.64,0.23797375019525607,200000,"Bool[0, 0]"
0.105,0.68,0.25451168925835943,200000,"Bool[0, 0]"
0.21,1.84,0.2791222236572879,200000,"Bool[0, 0]"
0.2075,1.42,0.27967445398622814,200000,"Bool[0, 0]"
0.0625,1.7,0.2550662128351811,200000,"Bool[0, 0]"
0.165,1.58,0.2393296524093298,200000,"Bool[0, 0]"
0.21,0.06,0.26032452987733273,200000,"Bool[0, 0]"
0.0575,2.0,0.3106339898724848,200000,"Bool[0, 0]"
0.0925,0.38,0.29301106925691844,200000,"Bool[0, 0]"
0.015,0.64,0.2770073341359394,200000,"Bool[0, 0]"
0.0375,0.02,0.27902073843539327,200000,"Bool[0, 0]"
0.0825,1.44,0.30004822757193933,200000,"Bool[0, 0]"
0.1725,0.8,0.26964872264944634,200000,"Bool[0, 0]"
0.205,0.1,0.24826272655676354,200000,"Bool[0, 0]"
0.1825,0.22,0.2568990069496886,200000,"Bool[0, 0]"
0.135,0.52,0.23720758994418,200000,"Bool[0, 0]"
0.1825,1.2,0.2737635564480605,200000,"Bool[0, 0]"
0.01,0.7,0.2650458024110173,200000,"Bool[0, 0]"
0.1475,0.46,0.3082327853575939,200000,"Bool[0, 0]"
0.215,1.34,0.26891567426594887,200000,"Bool[0, 0]"
0.14,0.72,0.23302408107041692,200000,"Bool[0, 0]"
0.145,1.62,0.26747386453323807,200000,"Bool[0, 0]"
0.015,0.7,0.2554676018408454,200000,"Bool[0, 0]"
0.0275,1.68,0.2827093048451768,200000,"Bool[0, 0]"
0.065,1.46,0.3083370447086018,200000,"Bool[0, 0]"
0.21,1.48,0.22549605191479513,200000,"Bool[0, 0]"
0.245,0.72,0.2844071779182192,200000,"Bool[0, 0]"
0.2325,0.66,0.2948866131198681,200000,"Bool[0, 0]"
0.2475,1.84,0.32208619439043307,200000,"Bool[0, 0]"
0.0325,0.74,0.24033772175009988,200000,"Bool[0, 0]"
0.13,0.4,0.2836250471270256,200000,"Bool[0, 0]"
0.085,0.92,0.23584350114029742,200000,"Bool[0, 0]"
0.1475,0.18,0.2443601374926192,200000,"Bool[0, 0]"
0.085,1.54,0.3131951595318939,200000,"Bool[0, 0]"
0.1575,0.9,0.22378377002118865,200000,"Bool[0, 0]"
0.2425,0.66,0.28539282217646755,200000,"Bool[0, 0]"
0.06,1.66,0.2897785413281312,200000,"Bool[0, 0]"
0.24,1.78,0.23368247645046533,200000,"Bool[0, 0]"
0.09,1.74,0.2647188034135681,200000,"Bool[0, 0]"
0.0425,0.42,0.2467082101981567,200000,"Bool[0, 0]"
0.055,0.92,0.2745370835611439,200000,"Bool[0, 0]"
0.2225,0.66,0.2237730841483438,200000,"Bool[0, 0]"
0.085,0.14,0.26468914946326133,200000,"Bool[0, 0]"
0.155,2.0,0.33673667593017625,200000,"Bool[0, 0]"
0.055,1.88,0.2944807366648658,200000,"Bool[0, 0]"
0.24,0.72,0.2334444562665422,200000,"Bool[0, 0]"
0.0475,0.08,0.257833488281355,200000,"Bool[0, 0]"
0.095,0.28,0.2439797344166604,200000,"Bool[0, 0]"
0.07,1.5,0.25362264167637194,200000,"Bool[0, 0]"
0.07,1.66,0.30115905056934567,200000,"Bool[0, 0]"
0.15,0.18,0.2996289131091542,200000,"Bool[0, 0]"
0.115,1.74,0.2579573238842469,200000,"Bool[0, 0]"
0.115,1.8,0.31480454577921,200000,"Bool[0, 0]"
0.225,0.34,0.268082014755988,200000,"Bool[0, 0]"
0.1775,1.58,0.27092378244646853,200000,"Bool[0, 0]"
0.2175,0.46,0.24722400045226078,200000,"Bool[0, 0]"
0.0975,1.06,0.2884847626771751,200000,"Bool[0, 0]"
0.0275,1.1,0.2518249352620282,200000,"Bool[0, 0]"
0.025,1.28,0.2619496261337693,200000,"Bool[0, 0]"
0.08,0.48,0.29899222468710107,200000,"Bool[0, 0]"
