α,β,π_bar,iterations_until_convergence,is_converged
0.045,0.1,0.2512255530267963,200000,"Bool[0, 0]"
0.195,0.26,0.26079123774372037,200000,"Bool[0, 0]"
0.0425,0.52,0.2727048552435856,200000,"Bool[0, 0]"
0.0325,0.88,0.27165723703351596,200000,"Bool[0, 0]"
0.07,0.02,0.28909157967568244,200000,"Bool[0, 0]"
0.02,1.86,0.29103435969760455,200000,"Bool[0, 0]"
0.0125,1.6,0.2585007341665525,200000,"Bool[0, 0]"
0.0825,0.32,0.26057760699685795,200000,"Bool[0, 0]"
0.165,1.9,0.28296861417007757,200000,"Bool[0, 0]"
0.0275,1.72,0.221802551962869,200000,"Bool[0, 0]"
0.2075,0.94,0.23732932988086206,200000,"Bool[0, 0]"
0.1575,0.24,0.27461807817556183,200000,"Bool[0, 0]"
0.1875,0.24,0.2719263909283227,200000,"Bool[0, 0]"
0.1925,0.64,0.27108139531516706,200000,"Bool[0, 0]"
0.21,0.86,0.29015956631404666,200000,"Bool[0, 0]"
0.065,0.1,0.2903091840977615,200000,"Bool[0, 0]"
0.245,1.12,0.2446154794786804,200000,"Bool[0, 0]"
0.0425,1.68,0.24044616988230094,200000,"Bool[0, 0]"
0.1425,1.34,0.2947423050701712,200000,"Bool[0, 0]"
0.1825,0.38,0.2614435118891214,200000,"Bool[0, 0]"
0.1175,1.58,0.2723505723492776,200000,"Bool[0, 0]"
0.03,1.54,0.22793494058508768,200000,"Bool[0, 0]"
0.0475,1.0,0.3000059414217089,200000,"Bool[0, 0]"
0.0025,1.3,0.25005098333085246,200000,"Bool[0, 0]"
0.16,1.58,0.2896275058974367,200000,"Bool[0, 0]"
0.22,0.32,0.25021903551276026,200000,"Bool[0, 0]"
0.2075,0.98,0.30270017005966776,200000,"Bool[0, 0]"
0.0125,0.02,0.28126995769189156,200000,"Bool[0, 0]"
0.25,1.28,0.24696438094856396,200000,"Bool[0, 0]"
0.225,0.4,0.24261384042367076,200000,"Bool[0, 0]"
0.2275,0.28,0.27184450262452675,200000,"Bool[0, 0]"
0.055,1.98,0.3011288687678634,200000,"Bool[0, 0]"
0.0075,0.34,0.26498129166399453,200000,"Bool[0, 0]"
0.1675,0.56,0.31130423834047816,200000,"Bool[0, 0]"
0.225,1.58,0.2759934932315542,200000,"Bool[0, 0]"
0.2025,0.08,0.2209395889351402,200000,"Bool[0, 0]"
0.12,0.24,0.2696834870007292,200000,"Bool[0, 0]"
0.0075,0.08,0.3005166486401757,200000,"Bool[0, 0]"
0.0325,0.16,0.29374834146234424,200000,"Bool[0, 0]"
0.165,1.34,0.24063124456627233,200000,"Bool[0, 0]"
0.225,1.92,0.25457404927881305,200000,"Bool[0, 0]"
0.055,0.98,0.22425305487765057,200000,"Bool[0, 0]"
0.1575,1.1,0.2969594991366697,200000,"Bool[0, 0]"
0.035,0.9,0.25621441300376674,200000,"Bool[0, 0]"
0.1575,1.8,0.2648353877548567,200000,"Bool[0, 0]"
0.12,0.68,0.25435900670380485,200000,"Bool[0, 0]"
0.23,0.26,0.2348595625668645,200000,"Bool[0, 0]"
0.065,0.28,0.2672545767736845,200000,"Bool[0, 0]"
0.1025,0.3,0.2491700846830432,200000,"Bool[0, 0]"
0.1425,0.28,0.23799566696751936,200000,"Bool[0, 0]"
0.0675,0.8,0.2462837187568168,200000,"Bool[0, 0]"
0.18,1.04,0.24374435670360642,200000,"Bool[0, 0]"
0.1075,1.92,0.3039013547241514,200000,"Bool[0, 0]"
0.205,1.86,0.26151868054006633,200000,"Bool[0, 0]"
0.0575,1.88,0.3039013547241514,200000,"Bool[0, 0]"
0.0575,1.54,0.25107197977081996,200000,"Bool[0, 0]"
0.0525,0.66,0.24260470068854023,200000,"Bool[0, 0]"
0.0025,1.94,0.25014181374988737,200000,"Bool[0, 0]"
0.2025,1.06,0.28595506586896746,200000,"Bool[0, 0]"
0.175,0.3,0.28517543399921214,200000,"Bool[0, 0]"
0.045,0.22,0.2756724905636242,200000,"Bool[0, 0]"
0.1375,0.48,0.26813016066327555,200000,"Bool[0, 0]"
0.075,1.66,0.2975687742527615,200000,"Bool[0, 0]"
0.0875,1.74,0.2874166539661996,200000,"Bool[0, 0]"
0.185,1.32,0.24011609486767527,200000,"Bool[0, 0]"
0.22,0.2,0.26808201475598803,200000,"Bool[0, 0]"
0.05,0.44,0.23441849827278585,200000,"Bool[0, 0]"
0.17,1.36,0.30691516837190747,200000,"Bool[0, 0]"
0.15,1.64,0.2970788603700959,200000,"Bool[0, 0]"
0.1725,0.04,0.25155926117920124,200000,"Bool[0, 0]"
0.01,1.18,0.2696569133665433,200000,"Bool[0, 0]"
0.02,0.56,0.25669865885621307,200000,"Bool[0, 0]"
0.24,0.48,0.26565685583167475,200000,"Bool[0, 0]"
0.1125,0.26,0.31528532359722694,200000,"Bool[0, 0]"
0.19,0.06,0.2790013594726102,200000,"Bool[0, 0]"
0.015,0.6,0.28082490227131307,200000,"Bool[0, 0]"
0.2125,0.64,0.24404444110620008,200000,"Bool[0, 0]"
0.01,1.98,0.27310469771339774,200000,"Bool[0, 0]"
0.2475,1.14,0.27498968003832325,200000,"Bool[0, 0]"
0.0825,0.16,0.2891652499590661,200000,"Bool[0, 0]"
0.15,0.04,0.2916233575646084,200000,"Bool[0, 0]"
0.235,1.46,0.3223206759788011,200000,"Bool[0, 0]"
0.19,0.18,0.2506217616662067,200000,"Bool[0, 0]"
0.2225,0.2,0.24190749036446174,200000,"Bool[0, 0]"
0.0125,1.78,0.27531347207606494,200000,"Bool[0, 0]"
0.0775,1.7,0.2679785665612059,200000,"Bool[0, 0]"
0.2375,0.98,0.30148062257347785,200000,"Bool[0, 0]"
0.235,0.46,0.22810687438965674,200000,"Bool[0, 0]"
0.17,1.84,0.2670658366148585,200000,"Bool[0, 0]"
0.1075,1.88,0.32260201742352745,200000,"Bool[0, 0]"
0.11,1.44,0.29747280969036527,200000,"Bool[0, 0]"
0.2375,0.92,0.2697812471606551,200000,"Bool[0, 0]"
0.1275,1.84,0.3039810474226206,200000,"Bool[0, 0]"
0.14,0.82,0.2450054864527494,200000,"Bool[0, 0]"
0.1375,1.9,0.23038544349986928,200000,"Bool[0, 0]"
0.065,1.68,0.2894914261954661,200000,"Bool[0, 0]"
0.2425,0.32,0.27730682611252233,200000,"Bool[0, 0]"
0.12,0.28,0.21833758029617178,200000,"Bool[0, 0]"
0.0225,1.9,0.27682935927807345,200000,"Bool[0, 0]"
0.1025,1.92,0.29218600352753765,200000,"Bool[0, 0]"
0.125,0.4,0.23554217228416138,200000,"Bool[0, 0]"
0.15,1.36,0.27246148638002365,200000,"Bool[0, 0]"
0.2425,0.58,0.258873461152825,200000,"Bool[0, 0]"
0.0775,1.32,0.2348595625668645,200000,"Bool[0, 0]"
0.195,0.88,0.30922805486039506,200000,"Bool[0, 0]"
0.2075,1.7,0.3158615524585736,200000,"Bool[0, 0]"
0.1175,1.3,0.2597828002515248,200000,"Bool[0, 0]"
0.0575,0.56,0.25118722631757473,200000,"Bool[0, 0]"
0.2025,0.04,0.2785148738426879,200000,"Bool[0, 0]"
0.1725,0.3,0.2768121500972806,200000,"Bool[0, 0]"
0.005,0.1,0.2680180502666786,200000,"Bool[0, 0]"
0.155,1.88,0.23020280078020267,200000,"Bool[0, 0]"
0.2325,1.54,0.30819586485089834,200000,"Bool[0, 0]"
0.17,0.4,0.2410962043741216,200000,"Bool[0, 0]"
0.0725,0.52,0.24839954949660403,200000,"Bool[0, 0]"
0.0025,1.46,0.262151034227906,200000,"Bool[0, 0]"
0.02,1.94,0.2965596899927112,200000,"Bool[0, 0]"
0.2175,0.88,0.2358140915142636,200000,"Bool[0, 0]"
0.18,1.64,0.27147456822039506,200000,"Bool[0, 0]"
0.2275,0.02,0.25218253437383353,200000,"Bool[0, 0]"
0.0375,1.64,0.2407516438527728,200000,"Bool[0, 0]"
0.0225,0.06,0.25718211937218016,200000,"Bool[0, 0]"
0.0475,0.64,0.28183464161046334,200000,"Bool[0, 0]"
0.23,0.16,0.2443601374926192,200000,"Bool[0, 0]"
0.16,1.02,0.2664562328785755,200000,"Bool[0, 0]"
0.1225,0.14,0.2510767353669414,200000,"Bool[0, 0]"
0.205,1.28,0.29613266253236314,200000,"Bool[0, 0]"
0.21,0.1,0.2757522655768606,200000,"Bool[0, 0]"
0.0775,0.42,0.25991467434750637,200000,"Bool[0, 0]"
0.2175,0.78,0.28400263903651435,200000,"Bool[0, 0]"
0.1525,0.78,0.2561312773476612,200000,"Bool[0, 0]"
0.04,0.92,0.2540539584851587,200000,"Bool[0, 0]"
0.0325,0.24,0.2656140528799039,200000,"Bool[0, 0]"
0.0625,1.56,0.30320879093786635,200000,"Bool[0, 0]"
0.08,1.56,0.2513282882550224,200000,"Bool[0, 0]"
0.09,1.58,0.25197246173125365,200000,"Bool[0, 0]"
0.135,0.84,0.2723788575634616,200000,"Bool[0, 0]"
0.1275,0.72,0.2873049149835998,200000,"Bool[0, 0]"
0.2,1.0,0.2647188034135681,200000,"Bool[0, 0]"
0.0275,0.92,0.2815139431334772,200000,"Bool[0, 0]"
0.135,1.94,0.3131951595318939,200000,"Bool[0, 0]"
0.08,1.0,0.2518249352620282,200000,"Bool[0, 0]"
0.235,0.6,0.23876790322850866,200000,"Bool[0, 0]"
0.21,0.78,0.24498836588142175,200000,"Bool[0, 0]"
0.0475,0.38,0.2408543158888504,200000,"Bool[0, 0]"
0.25,1.34,0.23709518500708573,200000,"Bool[0, 0]"
0.075,1.2,0.29241636254507253,200000,"Bool[0, 0]"
0.205,1.84,0.2389750265456065,200000,"Bool[0, 0]"
0.0725,0.36,0.2649082052493877,200000,"Bool[0, 0]"
0.17,1.28,0.26358603398921754,200000,"Bool[0, 0]"
0.215,0.66,0.28231031122330386,200000,"Bool[0, 0]"
0.125,0.2,0.28107199319043996,200000,"Bool[0, 0]"
0.01,0.64,0.273898779925282,200000,"Bool[0, 0]"
0.09,1.8,0.2961332430737055,200000,"Bool[0, 0]"
0.135,1.42,0.27009184925179486,200000,"Bool[0, 0]"
0.195,1.42,0.2710506507833128,200000,"Bool[0, 0]"
0.125,1.74,0.2566560381874907,200000,"Bool[0, 0]"
0.1375,1.24,0.22623427293597023,200000,"Bool[0, 0]"
0.1,1.74,0.2888528660530325,200000,"Bool[0, 0]"
0.0175,0.2,0.2541657308747475,200000,"Bool[0, 0]"
0.115,0.68,0.3063092065385671,200000,"Bool[0, 0]"
0.2225,0.32,0.2586470003421433,200000,"Bool[0, 0]"
0.04,1.4,0.2496222976732853,200000,"Bool[0, 0]"
0.2175,1.28,0.29030624177985065,200000,"Bool[0, 0]"
0.145,0.62,0.2670658366148585,200000,"Bool[0, 0]"
0.155,0.4,0.23600469296709048,200000,"Bool[0, 0]"
0.145,0.18,0.3061469142631881,200000,"Bool[0, 0]"
0.03,0.72,0.3000824525982778,200000,"Bool[0, 0]"
0.155,0.36,0.27531347207606494,200000,"Bool[0, 0]"
0.135,0.88,0.28796894980084464,200000,"Bool[0, 0]"
0.09,1.1,0.2899450328223199,200000,"Bool[0, 0]"
0.055,1.86,0.3039013547241514,200000,"Bool[0, 0]"
0.1225,1.02,0.2827954028820817,200000,"Bool[0, 0]"
0.17,0.6,0.23020280078020267,200000,"Bool[0, 0]"
0.0925,0.46,0.2597845942774425,200000,"Bool[0, 0]"
0.25,1.96,0.25054222020185024,200000,"Bool[0, 0]"
0.0525,0.42,0.25719470666845706,200000,"Bool[0, 0]"
0.2225,1.56,0.25802530193620343,200000,"Bool[0, 0]"
0.2325,0.76,0.24173929534243094,200000,"Bool[0, 0]"
0.25,1.44,0.2949347764808762,200000,"Bool[0, 0]"
0.1325,1.9,0.25492056528156287,200000,"Bool[0, 0]"
0.155,1.3,0.27696960920752417,200000,"Bool[0, 0]"
0.0525,0.94,0.29739400549048634,200000,"Bool[0, 0]"
0.0875,1.04,0.27682935927807345,200000,"Bool[0, 0]"
0.025,0.76,0.25598505004168415,200000,"Bool[0, 0]"
0.18,1.78,0.31619912340347894,200000,"Bool[0, 0]"
0.11,1.16,0.2881621281552328,200000,"Bool[0, 0]"
0.065,0.38,0.2643091775880848,200000,"Bool[0, 0]"
0.2,0.98,0.2862335213893431,200000,"Bool[0, 0]"
0.095,0.72,0.24058674178236703,200000,"Bool[0, 0]"
0.115,1.88,0.26134037466388854,200000,"Bool[0, 0]"
0.0725,1.56,0.276189055965656,200000,"Bool[0, 0]"
0.1175,1.38,0.24261384042367073,200000,"Bool[0, 0]"
0.015,0.34,0.25718211937218016,200000,"Bool[0, 0]"
0.24,1.22,0.2750216861827536,200000,"Bool[0, 0]"
0.2475,1.66,0.27578359065190167,200000,"Bool[0, 0]"
0.065,0.16,0.27089329438570575,200000,"Bool[0, 0]"
0.0375,0.34,0.2544536435906839,200000,"Bool[0, 0]"
0.0475,0.26,0.24456043428840546,200000,"Bool[0, 0]"
0.14,1.96,0.31942827081788827,200000,"Bool[0, 0]"
0.045,1.9,0.29218600352753765,200000,"Bool[0, 0]"
0.1525,0.72,0.27824427896565024,200000,"Bool[0, 0]"
0.0575,1.78,0.26580254269047704,200000,"Bool[0, 0]"
0.195,0.3,0.2544536435906839,200000,"Bool[0, 0]"
0.085,0.58,0.23709518500708573,200000,"Bool[0, 0]"
0.01,0.76,0.2650458024110173,200000,"Bool[0, 0]"
0.02,1.04,0.29333412060361863,200000,"Bool[0, 0]"
0.135,0.04,0.3087583063348903,200000,"Bool[0, 0]"
0.2075,0.46,0.2880417672953757,200000,"Bool[0, 0]"
0.16,1.34,0.30951258766629325,200000,"Bool[0, 0]"
0.095,0.6,0.2792764888471857,200000,"Bool[0, 0]"
0.19,1.32,0.2757522655768606,200000,"Bool[0, 0]"
0.0175,0.58,0.27670784325146325,200000,"Bool[0, 0]"
0.1675,1.06,0.265237364383975,200000,"Bool[0, 0]"
0.0475,1.18,0.2824967318529105,200000,"Bool[0, 0]"
0.2,2.0,0.29555936765539914,200000,"Bool[0, 0]"
0.165,1.62,0.3236863813511183,200000,"Bool[0, 0]"
0.025,1.72,0.29548131983171394,200000,"Bool[0, 0]"
0.0075,1.96,0.2450804883602442,200000,"Bool[0, 0]"
0.0525,1.78,0.3039013547241514,200000,"Bool[0, 0]"
0.1825,0.14,0.2751154589556803,200000,"Bool[0, 0]"
0.175,0.56,0.2375417236997579,200000,"Bool[0, 0]"
0.02,1.6,0.26050323019367744,200000,"Bool[0, 0]"
0.1825,0.76,0.30357078663881093,200000,"Bool[0, 0]"
0.035,0.92,0.23020280078020267,200000,"Bool[0, 0]"
0.1575,1.56,0.26498129166399453,200000,"Bool[0, 0]"
0.005,0.66,0.272532820923107,200000,"Bool[0, 0]"
0.035,1.74,0.29464383790315496,200000,"Bool[0, 0]"
0.11,0.26,0.257933179457381,200000,"Bool[0, 0]"
0.065,1.18,0.2693130908742237,200000,"Bool[0, 0]"
0.1825,0.64,0.2600950783748898,200000,"Bool[0, 0]"
0.065,0.62,0.2596234024506494,200000,"Bool[0, 0]"
0.1925,0.88,0.26583965708610774,200000,"Bool[0, 0]"
0.1925,0.92,0.3151276811960819,200000,"Bool[0, 0]"
0.0525,0.7,0.26533367747697606,200000,"Bool[0, 0]"
0.21,0.82,0.2500089195324998,200000,"Bool[0, 0]"
0.0525,1.32,0.2828449364751543,200000,"Bool[0, 0]"
0.1575,1.08,0.23344445626654223,200000,"Bool[0, 0]"
0.2,1.34,0.24624269235292232,200000,"Bool[0, 0]"
0.015,1.94,0.25400563864109954,200000,"Bool[0, 0]"
0.0125,0.98,0.292921120028984,200000,"Bool[0, 0]"
0.2325,0.1,0.27913916783953274,200000,"Bool[0, 0]"
0.1875,1.4,0.29718017662941454,200000,"Bool[0, 0]"
0.18,0.58,0.2643091775880848,200000,"Bool[0, 0]"
0.0675,0.42,0.24775918769389715,200000,"Bool[0, 0]"
0.0125,1.5,0.26518855887321235,200000,"Bool[0, 0]"
0.105,1.12,0.31008892440472025,200000,"Bool[0, 0]"
0.1725,0.18,0.2953251772124895,200000,"Bool[0, 0]"
0.095,0.9,0.2956633557781151,200000,"Bool[0, 0]"
0.2475,1.92,0.2247988361844328,200000,"Bool[0, 0]"
0.0875,1.8,0.2254960519147951,200000,"Bool[0, 0]"
0.0375,0.8,0.2864016135279629,200000,"Bool[0, 0]"
0.0175,1.44,0.30855847644472717,200000,"Bool[0, 0]"
0.0075,0.16,0.27887859773886425,200000,"Bool[0, 0]"
0.18,0.76,0.25097159440789374,200000,"Bool[0, 0]"
0.19,0.76,0.2877054907886185,200000,"Bool[0, 0]"
0.0825,2.0,0.3138861092237984,200000,"Bool[0, 0]"
0.1325,0.72,0.262330500586873,200000,"Bool[0, 0]"
0.0475,0.2,0.2748093250742322,200000,"Bool[0, 0]"
0.18,1.9,0.3338929232567875,200000,"Bool[0, 0]"
0.1275,1.64,0.3234351876896827,200000,"Bool[0, 0]"
0.21,0.46,0.2389037694333671,200000,"Bool[0, 0]"
0.1625,0.42,0.26461745286898186,200000,"Bool[0, 0]"
0.1275,0.74,0.2786558848471379,200000,"Bool[0, 0]"
0.075,0.28,0.23672858359714785,200000,"Bool[0, 0]"
0.215,0.82,0.2668637586879073,200000,"Bool[0, 0]"
0.1625,0.02,0.3005166486401757,200000,"Bool[0, 0]"
0.1775,1.96,0.3185045763706051,200000,"Bool[0, 0]"
0.145,1.38,0.27009184925179486,200000,"Bool[0, 0]"
0.155,0.74,0.26591518887374344,200000,"Bool[0, 0]"
0.1875,0.3,0.30940425594360416,200000,"Bool[0, 0]"
0.2325,0.62,0.25497537438780177,200000,"Bool[0, 0]"
0.2375,1.28,0.2949345062458859,200000,"Bool[0, 0]"
0.025,0.26,0.2504094510485193,200000,"Bool[0, 0]"
0.2,1.5,0.3140333533511736,200000,"Bool[0, 0]"
0.1725,1.14,0.2959206118552462,200000,"Bool[0, 0]"
0.1925,1.24,0.25662876971141474,200000,"Bool[0, 0]"
0.2475,1.44,0.23402148546092427,200000,"Bool[0, 0]"
0.2025,1.42,0.3013105033152662,200000,"Bool[0, 0]"
0.105,1.84,0.30855847644472717,200000,"Bool[0, 0]"
0.0725,1.86,0.30782958736575816,200000,"Bool[0, 0]"
0.205,0.84,0.2658396570861078,200000,"Bool[0, 0]"
0.0025,1.12,0.2718785181846469,200000,"Bool[0, 0]"
0.1875,1.12,0.2915750718164469,200000,"Bool[0, 0]"
0.2,0.96,0.30408587183374003,200000,"Bool[0, 0]"
0.015,0.3,0.29904649816298645,200000,"Bool[0, 0]"
0.1725,0.32,0.25076761468625675,200000,"Bool[0, 0]"
0.0325,0.22,0.26082439114791556,200000,"Bool[0, 0]"
0.0775,0.7,0.2514762833937081,200000,"Bool[0, 0]"
0.1375,0.62,0.26857851814066547,200000,"Bool[0, 0]"
0.07,0.64,0.2847530590625196,200000,"Bool[0, 0]"
0.05,0.46,0.24691491867160872,200000,"Bool[0, 0]"
0.01,1.62,0.24997376001116633,200000,"Bool[0, 0]"
0.1275,0.08,0.26023697978893945,200000,"Bool[0, 0]"
0.2125,0.26,0.2391564696926356,200000,"Bool[0, 0]"
0.2075,0.02,0.2835083133045554,200000,"Bool[0, 0]"
0.195,0.66,0.2757835906519017,200000,"Bool[0, 0]"
0.1225,0.8,0.25134081235915073,200000,"Bool[0, 0]"
